offer_id,param_name,param_value
НФ-00007063,Цвет свечения,Теплый белый
НФ-00007063,Цвет шнура питания,Прозрачный
НФ-00007063,Ширина (мм),3000
НФ-00007557,Количество в ящике,300
НФ-00007557,Производитель,Xmas
НФ-00007557,Состояние,Новое
НФ-00007557,Страна производитель,Китай
НФ-00007557,Страна регистрации бренда,Китай
НФ-00007557,Длина (мм),5000
НФ-00007557,Количество ламп (шт.),50
НФ-00007557,Количество режимов свечения,8
НФ-00007557,Напряжение (В),220
НФ-00007557,Режим работы,Динамический
НФ-00007557,Срок службы (час),100000
НФ-00007557,Степень защиты IP,IP20
НФ-00007557,Тип гирлянды,Нить комнатная
НФ-00007557,Тип освещения,Электрическая гирлянда
НФ-00007557,Тип питания,Батарейки
НФ-00007557,Упаковка,Коробка
НФ-00007557,Форма лампочки,Капля
НФ-00007557,Цвет свечения,Синий
НФ-00007557,Цвет шнура питания,Прозрачный
НФ-00007908,Количество в ящике,20
НФ-00007908,Производитель,Xmas
НФ-00007908,Состояние,Новое
НФ-00007908,Страна производитель,Китай
НФ-00007908,Страна регистрации бренда,Китай
НФ-00007908,Длина (мм),3300
НФ-00007908,Количество ламп (шт.),100
НФ-00007908,Напряжение (В),220
НФ-00007908,Режим работы,Динамический
НФ-00007908,Срок службы (час),100000
НФ-00007908,Степень защиты IP,IP44
НФ-00007908,Тип гирлянды,Нить уличная
НФ-00007908,Тип освещения,Светодиодная гирлянда
НФ-00007908,Тип питания,Сеть
НФ-00007908,Упаковка,Коробка
НФ-00007908,Форма лампочки,Классическая
НФ-00007908,Цвет свечения,Мультиколор
НФ-00007908,Цвет шнура питания,Черный
НФ-00000207,Количество в ящике,24
НФ-00000207,Производитель,Xmas
НФ-00000207,Состояние,Новое
НФ-00000207,Страна производитель,Китай
НФ-00000207,Страна регистрации бренда,Китай
НФ-00000207,Высота (мм),3000
НФ-00000207,Количество ламп (шт.),480
НФ-00000207,Количество режимов свечения,8
НФ-00000207,Напряжение (В),220
НФ-00000207,Режим работы,Динамический
НФ-00000207,Срок службы (час),100000
НФ-00000207,Степень защиты IP,IP20
НФ-00000207,Тип гирлянды,Штора комнатная
НФ-00000207,Тип освещения,Электрическая гирлянда
НФ-00000207,Тип питания,Сеть
НФ-00000207,Упаковка,Коробка
НФ-00000207,Форма лампочки,Кристалл
НФ-00000207,Цвет свечения,Синий
НФ-00000207,Цвет шнура питания,Прозрачный
НФ-00000207,Ширина (мм),3000
НФ-00007556,Количество в ящике,300
НФ-00007556,Производитель,Xmas
НФ-00007556,Состояние,Новое
НФ-00007556,Страна производитель,Китай
НФ-00007556,Страна регистрации бренда,Китай
НФ-00007556,Длина (мм),3000
НФ-00007556,Количество ламп (шт.),30
НФ-00007556,Количество режимов свечения,8
НФ-00007556,Режим работы,Динамический
НФ-00007556,Срок службы (час),100000
НФ-00007556,Степень защиты IP,IP20
НФ-00007556,Тип гирлянды,Нить комнатная
НФ-00007556,Тип освещения,Электрическая гирлянда
НФ-00007556,Тип питания,Батарейки
НФ-00007556,Упаковка,Коробка
НФ-00007556,Форма лампочки,Капля
НФ-00007556,Цвет свечения,Теплый белый
НФ-00007556,Цвет шнура питания,Прозрачный
НФ-00000209,Количество в ящике,24
НФ-00000209,Производитель,Xmas
НФ-00000209,Состояние,Новое
НФ-00000209,Страна производитель,Китай
НФ-00000209,Страна регистрации бренда,Китай
